Latitude,Longitude,Nama_Unit,Kode_Unit,Alamat,Dokter_Spesialis,Dokter_Umum,Dokter_Gigi,Perawat,Bidan,Farmasi,Nakes_Lainnya,Tenaga_Pendukung,Provinsi
-6.243804,107.073502,MEKARSARI,P3216081202,"Ds. Mekarsari, Kec. Tambun Selatan",0,4,1,13,11,2,5,0,JAWA BARAT
-6.259738,107.055428,TAMBUN,P3216081201,"Ds. Tambun, Kec. Tambun Selatan",0,4,2,33,11,2,9,2,JAWA BARAT
-6.341232,107.184952,TELAGA MURNI,P3216071202,"Ds. Telaga Murni, Kec. Cikarang Barat",0,1,2,19,22,2,6,2,JAWA BARAT
-6.294013,107.119652,DANAU INDAH,P3216071201,"Ds. Mekarwangi, Kec. Cikarang Barat",0,2,2,13,14,3,5,1,JAWA BARAT
-6.221279,107.14328,SUKAJAYA,P3216070202,"Ds. Sukajaya, Kec. Cibitung",0,2,0,13,10,2,5,1,JAWA BARAT
-6.262638,107.081886,WANASARI,P3216070201,"Jl. Pd. Tanah Mas, Kec. Cibitung",0,3,1,17,20,2,4,1,JAWA BARAT
-6.257114,107.155983,KARANG BAHAGIA,P3216062201,"Ds. Karang Bahagia, Kec. Karang Bahagia",0,3,1,29,16,0,4,0,JAWA BARAT
-6.243399,107.236282,KARANG SAMBUNG,P3216050202,"Ds. Karang Sambung, Kec. Kedung Waringin",0,1,1,21,9,0,1,1,JAWA BARAT
-6.269317,107.26841,KEDUNG WARINGIN,P3216050101,"Ds. Kedung Waringin, Kec. Kedung Waringin",0,2,2,21,12,0,7,0,JAWA BARAT
-6.299089,107.228401,CIPAYUNG,P3216041202,Jln. Raya Cipayung No. 1 01/03 Cipayung Kec. Cikarang Timur,0,1,0,6,6,0,0,0,JAWA BARAT
-6.275137,107.201523,LEMAH ABANG,P3216041201,"Kel Cikarang Timur, Kec. Cikarang Timur",0,2,1,17,8,2,5,3,JAWA BARAT
-6.471323,107.160278,KARANG MULYA,P3216031201,"Ds. Karang Mulya, Kec. Bojongmangu",0,1,0,17,8,0,3,0,JAWA BARAT
-6.434825,107.079765,CIBARUSAH,P3216030101,"Ds. Cibarusah Kota, Kec. Cibarusah",0,5,1,23,22,3,8,1,JAWA BARAT
-6.398608,107.159431,SUKAMAHI,P3216023201,"Ds. Sukamahi, Kec. Cikarang Selatan",0,2,0,11,11,0,9,0,JAWA BARAT
-6.500419,107.534111,CIBATU,P3216022202,Jln. HM Ogo Cibatu 06/03 Kec. Cikarang Pusat,0,3,0,12,9,2,0,1,JAWA BARAT
-6.351554,107.132828,SUKADAMI,P3216022201,"Ds. Sukadami, Kec. Cikarang Pusat",0,2,1,19,8,2,5,3,JAWA BARAT
-6.398831,107.141327,SIRNAJAYA,P3216021201,"Ds. Sirnajaya, Kec. Serang Baru",0,1,1,10,15,2,7,0,JAWA BARAT
-6.363219,107.025635,SETU   II,P3216010202,"Ds. Tamansari, Kec. Setu",0,3,1,18,16,2,1,0,JAWA BARAT
-6.30263,107.06797,SETU  I,P3216010201,"Jl. Raya Setu, Kec. Setu",0,2,1,17,17,2,5,2,JAWA BARAT
-5.997423,107.116264,PAKISJAYA,P3215200201,"Ds. Tanjungbungin, Kec. Pakisjaya",0,2,1,23,14,0,1,3,JAWA BARAT
-6.049022,107.186813,BATUJAYA,P3215190101,"Ds. Batujaya, Kec. Batujaya",0,3,1,32,12,0,3,7,JAWA BARAT
-6.04373,107.251129,TIRTAJAYA,P3215180101,"Ds. Saba Jaya, Kec. Tirtajaya",0,3,1,38,18,0,2,6,JAWA BARAT
-6.038651,107.362244,CIBUAYA,P3215170201,"Ds. Cibuaya, Kec. Cibuaya",0,2,0,33,13,0,2,3,JAWA BARAT
-6.115422,107.418343,KERTAMUKTI,P3215161201,"Ds. Kertamukti, Kec. Cilebar",0,1,1,11,13,2,5,7,JAWA BARAT
-6.069666,107.383965,PEDES,P3215160101,"Ds. Payungsari, Kec. Pedes",0,2,1,36,20,2,5,8,JAWA BARAT
-6.08281,107.3032,JAYAKERTA,P3215151201,"Ds. Kemiri, Kec. Jayakerta",0,1,0,18,9,0,0,13,JAWA BARAT
-6.102119,107.272331,MEDANGASEM,P3215151102,"Ds. Medangasem, Kec. Jayakerta",0,1,1,27,9,2,7,9,JAWA BARAT
-6.213983,107.297264,KALANGSARI,P3215150203,"Ds. Kalangsari, Kec. Rengasdengklok",0,1,0,18,10,0,6,6,JAWA BARAT
-6.147478,107.295784,RENGASDENGKLOK,P3215150101,"Ds. Rengasdengklok Selatan, Kec. Rengasdengklok",0,3,1,23,19,2,6,17,JAWA BARAT
-6.124938,107.344856,KUTAMUKTI,P3215140202,"Ds. Kutamukti, Kec. Kutawaluya",0,1,1,14,8,2,0,7,JAWA BARAT
-6.179596,107.342735,KUTAWALUYA,P3215140101,"Ds. Sampalan, Kec. Kutawaluya",0,2,1,25,9,0,4,12,JAWA BARAT
-6.177942,107.456375,TEMPURAN,P3215130101,"Ds. Pancakarya, Kec. Tempuran",0,2,1,28,23,2,3,5,JAWA BARAT
-6.212618,107.345901,BALONGSARI,P3215120202,"Ds. Balongsari, Kec. Rawamerta",0,1,1,13,8,0,0,8,JAWA BARAT
-6.193931,107.378944,RAWAMERTA,P3215120201,"Ds. Sukamerta, Kec. Rawamerta",0,1,0,9,14,4,5,1,JAWA BARAT
-6.258372,107.294594,TANJUNGPURA,P3215113205,"Ds. Tanjungpura , Kec. Karawang Barat",0,2,0,14,15,0,5,5,JAWA BARAT
-6.26972,107.313301,NAGASARI,P3215113204,"Ds. Nagasari, Kec. Karawang Barat",0,2,1,11,8,2,5,6,JAWA BARAT
-6.239207,107.293724,TUNGGAK JATI,P3215113203,"Ds. Tunggak Jati, Kec. Karawang Barat",0,2,1,12,7,2,3,9,JAWA BARAT
-6.261625,107.307152,KARAWANG KOTA,P3215113202,"Ds. Karang Pawitan, Kec. Karawang Barat",0,4,1,9,6,2,5,13,JAWA BARAT
-6.294408,107.312393,ADIARSA,P3215112202,"Ds. Adiarsa Timur, Kec. Karawang Timur",0,2,1,15,15,2,3,10,JAWA BARAT
-6.254981,107.343781,PLAWAD,P3215112201,"Ds. Palawad, Kec. Karawang Timur",0,2,1,10,11,2,1,7,JAWA BARAT
-6.268867,107.360123,MAJALAYA,P3215111201,"Ds. Majalaya, Kec. Majalaya",0,1,1,16,12,2,0,4,JAWA BARAT
-6.290281,107.385139,TALAGASARI,P3215100201,"Ds. Talagasari, Kec. Talagasari",0,2,1,11,21,2,3,2,JAWA BARAT
-6.262745,107.459251,LEMAHABANG,P3215090201,"Ds. Lemah Abang, Kec. Lemah Abang",0,2,1,18,17,2,5,5,JAWA BARAT
-6.202688,107.49057,BAYUR LOR,P3215082202,"Ds. Bayur Lor, Kec. Cilamaya Kulon",0,1,1,14,8,0,2,1,JAWA BARAT
-6.157771,107.492851,PASIR RUKEM,P3215082201,"Ds. Pasirukem, Kec. Cilamaya Kulon",0,1,1,10,12,0,3,5,JAWA BARAT
-6.21906,107.534546,SUKATANI,P3215081202,"Ds. Sukatani, Kec. Cilamaya Wetan",0,1,0,2,8,0,0,3,JAWA BARAT
-6.322656,107.559052,CILAMAYA,P3215081101,"Ds. Cilamaya, Kec. Cilamaya Wetan",0,2,1,23,15,2,8,13,JAWA BARAT
-6.400047,107.461098,JOMIN,P3215072202,"Ds. Jomin Timur, Kec. Kotabaru",0,1,1,13,6,2,2,5,JAWA BARAT
-6.402883,107.489975,KOTA BARU,P3215072201,"Ds. Kota Baru, Kec. Kotabaru",0,1,1,10,8,2,3,4,JAWA BARAT
-6.258266,107.528984,GEMPOL,P3215071202,"Ds. Gempol, Kec. Banyusari",0,1,1,15,10,0,6,4,JAWA BARAT
-6.335495,107.557381,CICINDE,P3215071201,Desa Cicinde Selatan Kec. Banyusari,0,1,1,17,9,0,1,4,JAWA BARAT
-6.291241,107.506027,PACING,P3215070202,"Ds. Pacing, Kec. Jatisari",0,1,1,22,7,0,0,0,JAWA BARAT
-6.333171,107.509224,JATI SARI,P3215070101,"Ds. Jatisari, Kec. Jatisari",0,3,1,20,21,2,6,10,JAWA BARAT
-6.31436,107.432297,TIRTA MULYA,P3215060201,"Ds. Parakan, Kec. Tirta Mulya",0,1,0,15,9,0,1,3,JAWA BARAT
-6.341211,107.407967,PURWASARI,P3215051201,"Ds. Purwasari, Kec. Purwasari",0,1,0,5,15,0,3,4,JAWA BARAT
-6.367847,107.44165,CIKAMPEK,P3215050101,"Ds. Dawuan Timur, Kec. Cikampek",0,3,1,15,21,2,6,6,JAWA BARAT
-6.347977,107.328339,ANGGADITA,P3215040203,"Ds. Anggadita, Kec. Klari",0,1,1,15,7,0,3,4,JAWA BARAT
-6.432557,107.382446,CURUG,P3215040202,"Ds. Curug, Kec. Klari",0,2,1,12,8,0,1,6,JAWA BARAT
-6.365533,107.372559,KLARI,P3215040101,"Ds. Duren, Kec. Klari",0,2,1,23,20,2,6,8,JAWA BARAT
-6.372965,107.22261,WANAKERTA,P3215032102,"Ds. Wanakerta, Kec. Teluk Jambe Barat",0,3,1,13,18,0,5,3,JAWA BARAT
-6.335175,107.277206,WADAS,P3215031202,"Ds. Wadas, Kec. Teluk Jambe Timur",0,1,1,14,11,2,2,7,JAWA BARAT
-6.336817,107.313614,TELUK JAMBE,P3215031201,"Ds. Pinayungan, Kec. Telukjambe Timur",0,1,1,8,13,2,5,7,JAWA BARAT
-6.392925,107.359192,CIAMPEL,P3215020201,"Ds. Mulyasari, Kec. Ciampel",0,1,1,9,10,2,5,5,JAWA BARAT
-6.497659,107.267418,LOJI,P3215011101,"Ds. Cintalaksana, Kec. Tegalwaru",0,2,1,19,13,2,4,3,JAWA BARAT
-6.466361,107.21608,PANGKALAN,P3215010201,"Ds. Ciptasari, Kec. Pangkalan",0,1,1,10,10,0,3,6,JAWA BARAT
-6.478172,107.48008,BUNGURSARI,P3214112201,"Jl. Raya Bungursari No. 124, Kec. Bungursari",0,2,2,140,14,2,3,5,JAWA BARAT
-6.500324,107.534286,CIBATU,P3214111101,"Jl. Raya Cibatu Km 15, Kec. Cibatu",0,3,1,13,21,6,7,2,JAWA BARAT
-6.509107,107.483299,CAMPAKA,P3214110201,"Jl. Raya Campaka No. 01, Kec. Campaka",0,2,1,12,15,2,7,5,JAWA BARAT
-6.508681,107.42289,MARACANG,P3214101202,"Jl. Raya Industri No. 289, Kec. Babakancikao",0,2,1,13,5,2,2,6,JAWA BARAT
-6.515237,107.453819,MULYAMEKAR,P3214101201,"Jl. Veteran, Kec. Babakancikao",0,3,2,13,7,2,4,6,JAWA BARAT
-6.560543,107.444153,PURWAKARTA,P3214100202,"Jl. Kapten Halim No. 1, Kec. Purwakarta ",0,3,3,14,7,2,3,7,JAWA BARAT
-6.537568,107.453629,MUNJUL JAYA,P3214100201,"Jl. Ipik Gandamanah No. 164, Kec. Purwakarta",0,3,1,12,8,2,4,9,JAWA BARAT
-6.612069,107.508705,PONDOKSALAM,P3214091201,"Jl. Raya Terusan Kapten Halim, Kec. Pondok Salam",0,1,1,21,11,0,4,8,JAWA BARAT
-6.574393,107.475151,PASAWAHAN,P3214090201,"Jl. Raya Pasar Pasawahan, Kec. Pasawahan",0,2,1,16,17,4,5,9,JAWA BARAT
-6.255472,107.484245,KIARAPEDES,P3214081201,"Jl. Raya Kiarapedes Km 24, Kec. Kiarapedes",0,1,0,20,13,0,2,7,JAWA BARAT
-6.704226,107.510895,BOJONG,P3214070201,"Jl. Raya Bojong Km 31, Kec. Bojong",0,2,1,12,13,0,1,6,JAWA BARAT
-6.677928,107.428146,DARANGDAN,P3214060201,"Jl. Raya Darangdan, Kec. Darangdan",0,2,1,19,22,3,4,5,JAWA BARAT
-6.704723,108.503487,PLERED,P3214040201,"Jl. Gang Sakola Pasar Plered, Kec. Plered",0,3,1,22,19,2,7,9,JAWA BARAT
-6.647578,107.350159,TEGALWARU,P3214030201,"Ds. Batutumpang, Kec. Tegalwaru",0,1,0,15,13,2,4,5,JAWA BARAT
-6.678487,107.295692,MANIIS,P3214020201,"Jl. Raya Palumbon, Kec. Maniis",0,3,1,11,8,0,2,5,JAWA BARAT
-6.598854,107.284454,SUKASARI,P3214011201,"Jl. Raya Kertamanah, Kec. Sukasari",0,3,0,10,9,0,0,3,JAWA BARAT
-6.455166,107.360802,JATILUHUR,P3214010201,"Jl. Ir H. Juanda No. 73, Kec. Jatiluhur",0,4,1,14,18,2,4,4,JAWA BARAT
-6.251419,107.600548,CILAMAYA GIRANG,P3213220202,"Ds. Cilamaya Girang, Kec. Blanakan",0,1,0,8,9,0,4,1,JAWA BARAT
-6.257253,107.619034,BLANAKAN,P3213220201,"Ds. Blanakan, Kec. Blanakan",0,2,0,8,8,0,0,3,JAWA BARAT
-6.28027,107.664467,LEGONKULON,P3213210201,"Ds. Legonkulon, Kec. Legonkulon",0,1,0,17,12,0,3,1,JAWA BARAT
-6.554483,107.769386,KARANGANYAR,P3213200202,"Jl;. Raya Cirebon, Kec. Pusaka Nagara",0,1,0,15,12,0,3,2,JAWA BARAT
-6.284269,107.875198,BATANGSARI,P3213190202,"Jl. Pamanukan Km 8.41, Kec. Pamanukan",0,1,0,9,7,0,4,1,JAWA BARAT
-6.290132,107.82135,PAMANUKAN,P3213190101,"Jl. Jon Martasasmita No. 30, Kec. Pamanukan",0,2,0,20,14,0,5,3,JAWA BARAT
-6.290238,107.821335,JATIBARU,P3213180203,"Ds. Jati Baru, Kec. Ciasem",0,1,0,11,6,2,0,0,JAWA BARAT
-6.303291,107.678505,CIASEM,P3213180202,"Jl. A. Yani No. Ciasem No.63 Kel Ciasem, Kec. Ciasem",0,2,1,15,15,1,7,5,JAWA BARAT
-6.373434,107.667946,MANDALA WANGI,P3213180101,"Jl. Raya Ciasem, Kec. Ciasem",0,1,0,16,6,0,3,1,JAWA BARAT
-6.579281,107.765541,CIKALAPA,P3213170203,"Jl. Natasukarya Kel Binong, Kec. Binong",0,1,1,22,13,0,7,8,JAWA BARAT
-6.349565,107.816185,TAMBAK DAHAN,P3213170202,"Ds. Tambakdahan, Kec. Binong",0,1,0,17,8,0,5,2,JAWA BARAT
-6.357994,107.8759,JATIREJA,P3213160202,"Ds. Jatireja, Kec. Compreng",0,1,0,12,8,0,2,2,JAWA BARAT
-6.369377,107.878433,COMPRENG,P3213160201,"Jl. Raya Compreng, Kec. Compreng",0,1,0,15,5,2,5,1,JAWA BARAT
-6.509789,107.801025,GUNUNGSEMBUNG,P3213140203,"Ds. Jatireja, Kec. Pagaden",0,1,1,16,9,1,5,4,JAWA BARAT
-6.458407,107.812065,PEGADEN BARAT,P3213140202,"Ds. Munjul, Kec. Pegaden",0,2,0,19,12,0,5,0,JAWA BARAT
-6.444708,107.807365,CIKAUM,P3213130201,"Jl. Raya Tarum Timur, Kec. Cikaum",0,1,0,17,13,1,3,1,JAWA BARAT
-6.43651,107.687469,PURWADADI,P3213120201,"Ds. Pasirbungur No. 1, Kec. Purwadadi",0,2,0,13,15,0,3,7,JAWA BARAT
-6.379189,107.592308,PRINGKASAP,P3213100202,"Jl. Sukawera No. 86 Ds. Pringkasap, Kec. Pabuaran",0,1,0,15,5,0,5,1,JAWA BARAT
-6.501837,107.570419,PABUARAN,P3213100101,"Jl. Pasar Senen No. 30, Kec. Pabuaran",0,2,1,11,11,2,2,4,JAWA BARAT
-6.501922,107.570488,CIPEUNDEUY,P3213090101,"Ds. Cipeundeuy, Kec. Cipeundeuy",0,1,0,10,11,0,3,2,JAWA BARAT
-6.540206,107.715393,RAWALELE,P3213080202,"Jl. Wangunreja No. 39, Kec. Kalijati",0,1,1,13,14,0,5,4,JAWA BARAT
-6.526141,107.682793,KALIJATI,P3213080201,"Jl. Kalimantan No. 39, Kec. Kalijati",0,2,1,13,15,2,3,4,JAWA BARAT
-6.526032,107.682808,SUKARAHAYU,P3213070201,"Jl. Raya Cinangsi No. 53 Kel. Karanganyar, Kec. Subang",0,2,0,18,13,2,3,10,JAWA BARAT
-6.963697,107.890228,CIPUNAGARA,P3213050203,"Ds. Tanjung Wangi, Kec. Cijambe",0,1,1,16,13,0,5,2,JAWA BARAT
-6.700627,107.760292,CIRANGKONG,P3213050202,"Ds. Cirangkong, Kec. Cijambe",0,1,0,8,5,0,2,2,JAWA BARAT
-6.602967,107.734978,TANJUNGWANGI,P3213050201,"Ds. Tanjung Wangi, Kec. Cijambe",0,1,1,15,8,1,3,5,JAWA BARAT
-6.863363,108.83313,TANJUNGSIANG,P3213040201,"Jl. Raya Ds. Tanjung Siang, Kec. Tanjungsiang",0,1,1,20,14,0,2,4,JAWA BARAT
-6.678716,107.690048,KASOMALANG,P3213020203,"Ds. Kasomalang, Kec. Jalan Cagak",0,2,0,11,12,0,5,5,JAWA BARAT
-6.916053,107.723709,PALASARI,P3213020202,"Ds. Palasari, Kec. Jalan Cagak",0,1,1,13,10,0,3,4,JAWA BARAT
-7.104427,107.704941,JALAN CAGAK,P3213020101,"Ds. Jalan Cagak, Kec. Jalan Cagak",0,3,1,29,12,0,5,10,JAWA BARAT
-6.678647,107.690056,SAGALA HERANG,P3213010202,"Jl. Alun - alun Timur No. 1, Kec. Sagalaherang",0,2,1,17,10,0,3,2,JAWA BARAT
-6.674923,107.653175,SERANGPANJANG,P3213010201,"Jl. Raya Sagalaherang, Kec. Sagalaherang",0,1,1,17,9,2,3,4,JAWA BARAT
-6.306042,107.988503,PATROL,P3212221201,"Ds. Patrol, Kec. Patrol",0,1,0,10,11,0,2,2,JAWA BARAT
-6.304219,107.929588,SUKRA,P3212220101,"Jl. Raya Sukra Wetan, Kec. Sukra",0,3,1,16,16,2,4,4,JAWA BARAT
-6.355243,107.954575,BUGIS,P3212210202,"Jl. Raya Bugis, Kec. Anjatan",0,1,0,11,13,0,0,1,JAWA BARAT
-6.406732,107.963951,ANJATAN,P3212210201,"Jl. Raya Anjatan Utara, Kec. Anjatan",0,2,0,10,10,2,5,2,JAWA BARAT
-6.381921,108.004593,SIDAMULYA,P3212200202,"Jl. Irigasi BK 7, Kec. Bongas",0,1,0,10,7,0,5,3,JAWA BARAT
-6.345668,108.026451,BONGAS,P3212200101,"Jl. Gebang Mampang, Kec. Bongas",0,2,1,15,7,2,3,5,JAWA BARAT
-6.37032,108.120529,KERTAWINANGUN,P3212190202,"Jl. Raya Kertawinangun, Kec. Kandang Haur",0,1,0,10,12,0,2,0,JAWA BARAT
-6.521171,108.143456,KANDANG HAUR,P3212190101,"Jl. Raya Kandanghaur, Kec. Kandang Haur",0,2,1,15,16,2,5,10,JAWA BARAT
-6.394982,108.181648,CEMARA,P3212180202,"Jl. Raya Cemara, Kec. Losarang",0,1,0,11,5,0,0,1,JAWA BARAT
-6.392242,108.146271,LOSARANG,P3212180201,"Jl. By Pass Losarang, Kec. Losarang",0,1,1,12,13,0,4,5,JAWA BARAT
-6.404863,108.227745,KIAJARAN WETAN,P3212170202,"Jl. By Pass Kiajaranwetan, Kec. Lohbener",0,1,0,11,10,0,1,3,JAWA BARAT
-6.384384,108.288574,LOH BENER,P3212170201,"Jl. By Pass Pantura, Kec. Lohbener",0,1,1,18,9,2,2,7,JAWA BARAT
-6.280256,108.236336,PASEKAN,P3212162201,"Jl. Brawijaya No. 1, Ds. Pabean Kencana, Kec. Pasekan",0,1,1,16,9,2,2,0,JAWA BARAT
-6.327882,108.228844,CANTIGI,P3212161201,"Ds. Cantigi Kulon, Kec. Cantigi",0,1,0,9,10,0,3,3,JAWA BARAT
-6.335111,108.31575,BABADAN,P3212160202,"Jl. May. Dasuki Ds. Babadan, Kec. Sindang",0,1,0,15,7,0,2,4,JAWA BARAT
-6.829577,108.327408,SINDANG,P3212160201,"Ds. Rambatan Wetan, Kec. Sindang",0,1,0,12,8,2,3,7,JAWA BARAT
-6.377102,108.314507,PLUMBON,P3212150202,"Jl. Raya Jatibarang Indramayu KM.6, Kec. Indramayu",0,0,1,14,14,2,1,4,JAWA BARAT
-6.343151,108.317062,MARGADADI,P3212150201,"Jl. Sastra Atmaja No. 49, Kec. Indramayu",0,2,1,15,15,2,1,5,JAWA BARAT
-6.361612,108.373596,BALONGAN,P3212140201,"Jl. Raya Balongan, Kec. Balongan",0,1,1,11,16,2,3,7,JAWA BARAT
-6.416487,108.301033,JATISAWIT,P3212130202,"Jl. Raya Jatisawit - Jatibarang, Kec. Jatibarang",0,1,0,13,12,0,2,2,JAWA BARAT
-6.407169,108.340714,JATI BARANG,P3212130201,"Jl. May. Dasuki No. 43, Kec. Jatibarang",0,2,1,15,13,2,4,5,JAWA BARAT
-6.478428,108.346214,TAMBI,P3212120202,"Ds. Tambi, Kec. Sliyeg",0,1,0,13,9,2,1,4,JAWA BARAT
-6.45877,108.360115,SLIYEG,P3212120201,"Jl. Raya Sliyeg, Kec. Sliyeg",0,1,1,8,16,0,3,3,JAWA BARAT
-6.427895,108.395416,PONDOH,P3212110202,"Jl. Raya Ds. Pondoh, Kec. Juntinyuat",0,1,0,10,11,0,1,2,JAWA BARAT
-6.439966,108.442131,JUNTI NYUAT,P3212110201,"Jl. Raya Juntinyuat, Kec. Juntinyuat",0,1,1,15,11,0,2,1,JAWA BARAT
-6.490069,108.423027,KEDOKAN BUNDER,P3212101202,Jl. Raya Kedokan Bunder Kec. Kedokan Bunder,0,2,0,17,13,2,4,2,JAWA BARAT
-6.481583,108.451317,KAPLONGAN,P3212100202,"Jl. Kaplongan Lor, Kec. Karang Ampel",0,1,0,11,7,0,2,1,JAWA BARAT
-6.466168,108.455162,KARANG AMPEL,P3212100201,"Jl. Lapangan Bola Benda, Kec. Karang Ampel",0,1,1,12,11,2,6,4,JAWA BARAT
-6.509555,108.451347,KEDUNGWUNGU,P3212090202,"Jl. Raya Kedungwungu, Kec. Krangkeng",0,0,0,11,10,0,1,2,JAWA BARAT
-6.50047,108.480377,KRANGKENG,P3212090201,"Jl. Raya Krangkeng, Kec. Krangkeng",0,2,0,11,13,0,2,3,JAWA BARAT
-6.57223,108.324799,SUKAGUMIWANG,P3212081101,"Ds. Sukagumiwang, Kec. Sukagumiwang",0,2,0,12,11,2,5,5,JAWA BARAT
-6.527932,108.393677,KERTA SEMAYA,P3212080201,"Jl. By Pass Tuluangung, Kec. Kertasemaya",0,1,1,11,16,2,1,3,JAWA BARAT
-6.47395,108.285095,WIDASARI,P3212070101,"Jl. By Pass Widasari, Kec. Widasari",0,1,1,14,15,2,6,5,JAWA BARAT
-6.527761,108.284035,TUKDANA,P3212061201,"Jl. Raya By Pass Ds Lajer, Kec. Tukdana",0,1,0,10,11,0,2,1,JAWA BARAT
-6.510877,108.275925,BANGO DUA,P3212060201,"Jl. Raya Ds. Tegalgirang, Kec. Bango Dua",0,1,0,11,12,0,3,1,JAWA BARAT
-6.491177,108.218834,TUGU,P3212050202,"Jl. Raya Tugu, Kec. Lelea",0,1,0,12,11,2,1,3,JAWA BARAT
-6.421541,108.25193,LELEA,P3212050201,"Jl. Raya Lelea, Kec. Lelea",0,2,0,9,12,0,2,4,JAWA BARAT
-6.469921,108.167007,TERISI,P3212041101,"Jl. Raya Rajasinga, Kec. Terisi",0,1,1,20,12,2,5,5,JAWA BARAT
-6.496419,108.186745,CIKEDUNG,P3212040201,"Jl. Raya Cikedung, Ds. Jambak Kec. Cikedung",0,1,1,14,11,0,2,1,JAWA BARAT
-6.394183,108.054588,DRUNTEN WETAN,P3212030202,"Ds. Drunten Wetan, Kec. Gabus Wetan",0,1,0,8,6,0,0,3,JAWA BARAT
-6.409131,108.083397,GABUS WETAN,P3212030201,"Jl. PUI Saradan, Kec. Gabus Wetan",0,2,0,11,11,0,4,2,JAWA BARAT
-6.477404,108.0522,TEMIYANG,P3212020202,"Jl. PU Cilege, Kec. Kroya",0,1,0,9,8,0,1,1,JAWA BARAT
-6.537994,108.064682,KROYA,P3212020201,"Jl. PU Kroya No.7, Kec. Kroya",0,1,0,12,8,0,3,4,JAWA BARAT
-6.528614,108.023483,GANTAR,P3212011201,"Jl. Raya Gantar, Kec. Gantar",0,1,0,8,13,0,1,3,JAWA BARAT
-6.464228,107.947868,WANAKAYA,P3212010203,"Jl. Raya Wanakarya Km 03, Kec. Haurgeulis",0,1,0,5,9,0,0,2,JAWA BARAT
-6.457746,107.941116,CIPANCUH,P3212010202,"Jl. Gatot Kaca-Cipancuh, Kec. Haurgeulis",0,1,0,7,8,0,2,4,JAWA BARAT
-6.466051,107.947884,HAUR GEULIS,P3212010101,"Jl. Raya Gantar Km 1, Kec. Haurgeulis",0,2,1,16,11,2,3,4,JAWA BARAT
-6.635984,107.861855,SURIAN,P3211181201,Kec. Surian,0,1,0,1,8,2,1,3,JAWA BARAT
-6.71128,107.91404,HARIANG,P3211180202,"Ds. Hariang, Kec. Buah Dua",0,1,0,5,7,0,1,5,JAWA BARAT
-6.683661,107.955307,BUAH DUA,P3211180201,"Jl. Raya Darongdong No.04, Kec. Buah Dua",0,1,1,10,10,2,1,6,JAWA BARAT
-6.750575,107.808304,TANJUNGMEDAR,P3211171201,"Ds. Cikaramas, Kec. Tanjung Medar ",0,1,0,7,12,2,1,2,JAWA BARAT
-6.759059,107.891632,TANJUNG KERTA,P3211170202,"Jl. Raya Kertaraharja, Kec. Tanjungkerta",0,0,0,7,6,4,2,5,JAWA BARAT
-6.916074,107.723717,SUKAMANTRI,P3211170101,"Jl. Raya Cipadung - Sukamantri No.04, Kec. Tanjungkerta",0,2,0,10,9,4,5,8,JAWA BARAT
-6.796393,107.532616,CISARUA,P3211161201,"Jl. Ardimanggala No.46, Kec. Cisarua",0,0,0,9,9,1,2,3,JAWA BARAT
-6.809059,107.950104,CIMALAKA,P3211160201,"Jl. Raya Tanjung Kerta No.72, Kec. Cimalaka",0,1,1,9,18,2,5,2,JAWA BARAT
-6.811486,107.969093,PASEH,P3211150201,"Jl. Raya Paseh No.1, Kec. Paseh",0,1,1,7,13,2,1,3,JAWA BARAT
-6.743373,108.005806,CONGGEANG,P3211140101,"Jl. Raya Conggeang, Kec. Conggeang",0,2,1,11,15,2,5,9,JAWA BARAT
-6.730374,108.120483,UJUNGJAYA,P3211130201,"Jl. Raya Cijelag - Cikamurang No.180, Kec. Ujungjaya",0,1,1,4,13,4,5,3,JAWA BARAT
-6.764788,108.123833,TOMO,P3211120101,"Jl. Raya Tomo No.43, Kec. Tomo",0,1,0,7,14,2,4,3,JAWA BARAT
-6.844576,108.108963,JATIGEDE,P3211111201,"Jl. Raya PLTA Parakan Kondang, Kec. Jatigede",0,1,0,8,14,0,2,2,JAWA BARAT
-6.948168,108.126564,JATINUNGGAL,P3211101201,"Jl. Wado - krisisk, Kec. Jatinunggal",0,1,0,7,15,5,4,5,JAWA BARAT
-6.945555,108.094261,WADO,P3211100201,"Jl. Raya Wado Sumedang, Kec. Wado",0,1,1,9,17,2,3,7,JAWA BARAT
-6.961269,108.016411,CIBUGEL,P3211090201,"Jl. Cipasang - Cibugel No.42, Kec. Cibugel",0,1,0,5,10,2,0,1,JAWA BARAT
-6.916905,108.068741,DARMA RAJA,P3211080101,"Jl. Raya Barat Darmaraja No.203a, Kec. Darmaraja",0,2,1,11,22,2,8,11,JAWA BARAT
-6.873198,108.035156,CISITU,P3211071201,"Jl. Cisitu, Kec. Cisitu",0,1,0,11,13,2,4,3,JAWA BARAT
-6.839457,108.019196,SITURAJA,P3211070201,"Jl. Raya Alun-Alun Situraja No.177a, Kec. Situraja",0,1,1,15,17,2,3,6,JAWA BARAT
-6.846533,107.973686,GANEAS,P3211061201,"Jl. Raya 11 April No.350, Kec. Ganeas",0,1,0,7,9,2,3,6,JAWA BARAT
-6.833566,107.923927,SITU,P3211060202,"Jl. Angkrek - Situ No.21, Kec. Sumedang Utara",0,0,1,12,14,2,4,6,JAWA BARAT
