Latitude,Longitude,Nama_Unit,Kode_Unit,Alamat,Dokter_Spesialis,Dokter_Umum,Dokter_Gigi,Perawat,Bidan,Farmasi,Nakes_Lainnya,Tenaga_Pendukung,Provinsi
-6.7131,108.558601,KEJAKSAN,P3274050201,"Jl. Siliwangi Gg. Cempaka No. 6, Kec. Kejaksan ",0,3,1,8,6,4,3,3,JAWA BARAT
-6.734,108.5578,DRAJAT,P3274040205,"Jl. Lapang Blok V no. 9, Kec. Kesambi ",0,3,1,7,7,2,2,3,JAWA BARAT
-6.830834,108.621071,MAJASEM,P3274040204,"Jl. Perjuangan Kel. Karyamulya, Kec. Kesambi ",0,2,1,8,7,2,4,3,JAWA BARAT
-6.731013,108.541183,SUNYARAGI,P3274040203,"Jl. Evakuasi No. 01, Kec. Kesambi ",0,4,1,6,5,4,3,3,JAWA BARAT
-6.722575,108.564529,GUNUNG SARI,P3274040202,"Jl. Tentara Pelajar No. 75, Kec. Kesambi ",0,5,2,9,7,4,4,5,JAWA BARAT
-6.727732,108.55822,KESAMBI,P3274040201,"Jl. Aria Kemuning No. 90, Kec. Kesambi ",0,2,1,6,6,2,1,6,JAWA BARAT
-6.809214,108.559166,PULASAREN,P3274030204,Jl. Pekawatan Kel. Pulasaren Kec. Pekalipan ,0,0,0,0,0,0,0,0,JAWA BARAT
-6.72087,108.550797,PEKALANGAN,P3274030203,"Jl. Pekalangan Gg. Madrass No. 40, Kec. Pekalipan ",0,3,1,5,5,2,3,3,JAWA BARAT
-6.856802,108.708755,ASTANAGARIB,P3274030202,"Jl. Astanagarib No. 1 A, Kec. Pekalipan ",0,2,1,7,6,2,4,2,JAWA BARAT
-6.838573,108.723785,JAGASATRU,P3274030201,"Jl. Kesambi Dalam No. 6, Kec. Pekalipan ",0,4,1,10,8,4,5,4,JAWA BARAT
-6.882814,108.790062,CANGKOL,P3274020204,"Jl. Yos Sudarso Gg. Borsumei No. 9, Kec. Lemahwungkuk ",0,1,1,6,7,2,3,2,JAWA BARAT
-6.839516,108.754173,PESISIR,P3274020203,"Jl. Kapt. Samadikun No. 152 Belakang Aspol, Kec. Lemahwungkuk ",0,2,1,9,6,2,4,3,JAWA BARAT
-6.84807,108.797234,PEGAMBIRAN,P3274020202,"Jl. Gambir Baru No. 04 Kel. Pegambiran, Kec. Lemahwungkuk ",0,2,1,8,7,2,4,3,JAWA BARAT
-6.845774,108.800819,KESUNEAN,P3274020201,"Jl. Kesunean No. 41 Kel. Kesepuhan, Kec. Lemahwungkuk ",0,3,1,5,6,4,4,3,JAWA BARAT
-6.81991,108.713615,KALIJAGA PERMAI,P3274010205,"Jl. Mangga Raya I No. 2 Kel. Kalijaga, Kec. Harjamukti ",0,4,1,6,9,2,3,4,JAWA BARAT
-6.74772,108.53775,SITOPENG,P3274010204,"Jl. Pramuka No. 1 Kel. Argasunya, Kec. Harjamukti ",0,3,1,8,8,2,4,2,JAWA BARAT
-6.925564,108.727715,PERUMNAS UTARA,P3274010203,"Jl. Elang Raya No. 01 Kel Larangan, Kec. Harjamukti ",0,2,1,9,7,2,3,2,JAWA BARAT
-6.891612,108.696136,LARANGAN,P3274010202,"Jl. Gunung Ceremai Raya No. 31 Kel. Kecapi, Kec. Harjamukti ",0,4,2,9,9,4,3,6,JAWA BARAT
-6.716658,108.566559,KALITANJUNG,P3274010201,"Jl. Kalitanjung No. 20 Kel. Harjamukti, Kec. Harjamukti ",0,3,2,9,7,4,2,9,JAWA BARAT
-6.877885,107.603287,UPT CIUMBULEUIT,P3273260202,"Jl. Bukit Resik, Kec. Cidadap",0,3,2,7,5,0,6,6,JAWA BARAT
-6.863047,107.599052,CIPAKU,P3273260201,"Jl. Cipaku Indah IV, Kec. Cidadap",0,1,1,2,1,2,1,2,JAWA BARAT
-6.875333,107.577255,SARIJADI,P3273250203,"Jl. Sari Asih No. 76, Kec. Sukasari",0,1,1,5,3,0,3,4,JAWA BARAT
-6.869571,107.588104,UPT SUKA RASA,P3273250202,"Jl. Geger Kalong Hilir No. 157, Kec. Sukasari",0,5,4,17,9,0,10,15,JAWA BARAT
-6.857982,107.594688,LEDENG,P3273250201,"Jl. Sersan Bajuri No. 2, Kec. Sukasari",0,1,1,4,2,2,1,3,JAWA BARAT
-6.877368,107.591293,KARANG SETRA,P3273240203,"Jl. Ir Sutami No. 40, Kec. Sukajadi",0,1,1,4,1,0,2,2,JAWA BARAT
-6.892227,107.594925,UPT SUKA JADI,P3273240202,"Jl. Sukagalih, Kec. Sukajadi",0,3,3,9,7,0,5,8,JAWA BARAT
-6.888275,107.57666,SUKA WARNA,P3273240201,"Jl. Cibogo No. 76, Kec. Sukajadi",0,1,1,4,2,0,1,4,JAWA BARAT
-6.889404,107.61705,SEKELOA,P3273230203,"Jl. TB Ismail Bawah No. 4, Kec. Coblong",0,1,0,2,2,0,2,4,JAWA BARAT
-6.873848,107.619423,DAGO,P3273230201,"Jl. Ir.H. Juanda No.360, Kec. Coblong",0,1,1,4,3,0,4,1,JAWA BARAT
-6.891204,107.627426,UPT NEGLASARI,P3273220202,"Jl. Cikutra Timur, Kec. Cibeunying Kaler",0,1,2,4,6,0,4,5,JAWA BARAT
-6.891449,107.626915,CIKUTRA LAMA,P3273220201,"Jl. Cikutra Barat No. 118, Kec. Cibeunying Kaler",0,0,1,2,3,0,2,4,JAWA BARAT
-6.900758,107.658997,JATIHANDAP,P3273210203,"Jl. Jatihandap No. 6, Kec. Cibeunying Kidul",0,0,0,1,1,0,1,3,JAWA BARAT
-6.89392,107.657043,PASIRLAYUNG,P3273210202,"Jl. Padasuka No. 146, Kec. Cibeunying Kidul",0,1,0,2,1,0,2,3,JAWA BARAT
-6.9022,107.6064,TAMAN SARI,P3273200202,"Jl. Kebon Bibit Utara II, Kec. Bandung Wetan",0,1,0,2,3,0,2,2,JAWA BARAT
-6.909844,107.629944,UPT SALAM,P3273200201,"Jl. Salam, Kec. Bandung Wetan",0,3,1,6,6,0,6,6,JAWA BARAT
-6.900615,107.597641,UPT PASIR KALIKI,P3273190201,"Jl. Pasir Kalilki No. 188, Kec. Cicendo",0,2,2,6,6,0,4,8,JAWA BARAT
-6.918386,107.602432,BABATAN,P3273180201,"Jl. Babatan, Kec. Andir",0,1,1,3,2,2,2,2,JAWA BARAT
-6.913689,107.610481,BALAI KOTA,P3273170202,"Jl. Wastukancana No. 2, Kec. Sumur Bandung",0,0,0,2,1,2,1,2,JAWA BARAT
-6.9178,107.612091,UPT TAMBLONG,P3273170201,"Jl. Tamblong 66, Kec. Sumur Bandung",0,3,1,10,3,0,3,6,JAWA BARAT
-6.933083,107.635628,GUMURUH,P3273160202,"Jl. Rancah Goong 11, Kec. Batununggal",0,1,1,4,3,2,2,4,JAWA BARAT
-6.925724,107.638931,AHMAD YANI,P3273160201,"Jl. Cianjur No. 34, Kec. Batununggal",0,1,1,3,2,0,1,1,JAWA BARAT
-6.915435,107.654381,BABAKAN SURABAYA,P3273150202,"Jl. Atlas, Kec. Kiaracondong",0,1,1,3,2,0,2,2,JAWA BARAT
-6.924595,107.655167,UPT BABAKANSARI,P3273150201,"Jl. Babakansari No. 183 , Kec. Kiaracondong",0,2,3,8,7,0,5,6,JAWA BARAT
-6.893303,107.672493,GIRIMANDE,P3273142203,"JL. Cikadut, Kec. Mandalajati",0,0,0,1,1,0,1,2,JAWA BARAT
-6.902431,107.666359,PAMULANG,P3273142202,"Jl. Raya Cikadut, Kec. Mandalajati",0,1,1,3,1,0,1,4,JAWA BARAT
-6.897776,107.669083,MANDALA MEKAR,P3273142201,"Jl. Mandala Jati VII No. 123, Kec. Mandalajati",0,1,0,1,1,0,1,2,JAWA BARAT
-6.927961,107.664803,JAJAWAY,P3273141203,"Jl. Komplek Pratista VIII, Kec. Antapani",0,1,1,5,2,0,1,4,JAWA BARAT
-6.91339,107.664024,ANTAPANI,P3273141202,"Jl. Majalaya II, Kec. Antapani",0,2,1,7,3,4,6,9,JAWA BARAT
-6.916628,107.660423,UPT GRIYA ANTAPANI,P3273141201,"Jl. Plered No. 2, Kec. Antapani",0,4,2,12,6,0,7,10,JAWA BARAT
-6.923253,107.683563,RUSUNAWA,P3273130203,Cingised RT 2 RW 6 Kel. Cisaranten Kulon Kec. Arcamanik,0,1,0,1,1,0,0,3,JAWA BARAT
-6.916074,107.70105,UPT SINDANG JAYA,P3273130202,"Jl. Arcamanik No. 30, Kec. Arcamanik",0,4,1,9,9,0,8,14,JAWA BARAT
-6.913028,107.643486,UPT ARCAMANIK,P3273130201,"Jl. Olah Raga No. 7, Kec. Arcamanik",0,3,1,5,5,0,5,7,JAWA BARAT
-6.912837,107.697556,UPT UJUNG BERUNG INDAH,P3273120202,"Komplek Ujung Berung Indah, Kec. Ujung Berung",0,2,0,8,5,0,4,4,JAWA BARAT
-6.93728,107.693062,UPT CINAMBO,P3273120201,"Jl. Gede Bage No. 19a, Kec. Ujung Berung",0,2,1,7,4,0,4,2,JAWA BARAT
-6.927023,107.698929,UPT PANGHEGAR,P3273111201,"Jl. Teratai Mekar, Kec. Panyileukan",0,3,2,7,5,0,6,5,JAWA BARAT
-6.938803,107.713745,PANYILEUKAN,P3273110204,"Jl. Raya Panyileukan Blok C No. 2, Kec. Cibiru",0,1,1,4,1,2,2,2,JAWA BARAT
-6.916096,107.723701,CIPADUNG,P3273110203,"Jl. Cigagak, Kec. Cibiru",0,0,1,3,4,0,2,5,JAWA BARAT
-6.934484,107.720955,UPT CIBIRU,P3273110202,"Jl. AH Nasution No. 47A, Kec. Cibiru",0,4,2,12,12,0,8,13,JAWA BARAT
-6.91355,107.719711,CILENGKRANG,P3273110201,"Jl. Cilengkrang I No. 130, Kec. Cibiru",0,1,0,3,1,0,2,3,JAWA BARAT
-6.934905,107.68084,CEMPAKA ARUM,P3273101201,Jl. Usman bin Affan Belakang Polda Kec. Gedebage,0,2,0,4,2,0,0,1,JAWA BARAT
-6.948175,107.686867,UPT RIUNG BANDUNG,P3273100203,"Jl. Riung Puma XI, Kec. Rancasari",0,3,0,5,6,0,2,5,JAWA BARAT
-6.941843,107.675629,UPT CIPAMOKOLAN,P3273100202,"Jl. Kali Cipamokolan, Kec. Rancasari",0,4,2,9,7,0,7,8,JAWA BARAT
-6.964916,107.682816,DERWATI,P3273100201,"Jl. Derwati No. 38, Kec. Rancasari",0,1,1,3,2,0,2,3,JAWA BARAT
-6.947046,107.662308,SEKEJATI,P3273090202,"Jl. Yupiter B2, Kec. Buah Batu",0,1,0,2,2,2,2,1,JAWA BARAT
-6.955395,107.662399,UPT MARGAHAYU RAYA,P3273090201,"Jl. Pluto Raya No. 54, Kec. Buah Batu",0,3,1,6,5,0,6,6,JAWA BARAT
-6.962765,107.634598,UPT KUJANG SARI,P3273080203,"Jl. Ters Buah Batu, Kec. Bandung Kidul",0,5,2,12,9,0,7,7,JAWA BARAT
-6.956247,107.622704,MENGGER,P3273080202,"Jl. Mengger No. 32, Kec. Bandung Kidul",0,1,0,2,1,0,2,2,JAWA BARAT
-6.963617,107.643677,PASAWAHAN,P3273080201,"Jl. Naradireja, Kec. Bandung Kidul",0,1,1,4,2,0,1,2,JAWA BARAT
-6.946449,107.626465,CIJAGRA BARU,P3273070204,"Jl. Cijagra I/28, Kec. Lengkong",0,1,0,2,2,0,1,5,JAWA BARAT
-6.94547,107.628609,CIJAGRA LAMA,P3273070203,"Jl. Buah Batu No. 375, Kec. Lengkong",0,1,1,3,2,0,2,4,JAWA BARAT
-6.948835,107.621124,SURYALAYA,P3273070202,"Jl. Suryalaya VII No. 1, Kec. Lengkong",0,1,0,2,1,0,2,4,JAWA BARAT
-6.983723,108.311356,UPT TALAGA BODAS,P3273070201,"Jl. Talaga Bodas 35, Kec. Lengkong",0,5,2,13,10,0,7,17,JAWA BARAT
-6.948377,107.62014,PASIR LUYU,P3273060203,"Jl. Sukaati Bypass No. 1, Kec. Regol",0,1,0,3,3,0,2,4,JAWA BARAT
-6.937354,107.609039,MOCH. RAMDAN,P3273060202,"Jl. Moch. Ramdan 108, Kec. Regol",0,1,2,5,2,0,5,4,JAWA BARAT
-6.927407,107.609016,UPT PASUNDAN,P3273060201,"Jl. Pasundan 99, Kec. Regol",3,6,4,19,9,0,13,21,JAWA BARAT
-6.937162,107.609032,ASTANA ANYAR,P3273050204,"Jl. Astana Anyar, Kec. Astana Anyar",0,0,1,3,2,0,2,3,JAWA BARAT
-6.9405,107.602402,PELINDUNG HEWAN,P3273050203,"Jl. Palindungan, Kec. Astana Anyar",0,1,0,3,3,0,2,2,JAWA BARAT
-6.932711,107.601166,LIO GENTENG,P3273050202,"Jl. Lio Genteng, Kec. Astana Anyar",0,1,1,3,1,0,2,3,JAWA BARAT
-6.946492,107.588196,UPT KOPO,P3273040201,"Jl. Kopo No. 369, Kec. Bojong Loa Kidul",0,4,1,8,7,0,4,8,JAWA BARAT
-6.938174,107.588615,UPT CETARIP,P3273030202,"Jl. Kopo Gg Citarip No.11, Kec. Bojong Loa Kaler",0,3,1,6,5,0,6,10,JAWA BARAT
-6.9358,107.587997,SUKA PARKIR,P3273030201,"Jl. Pagarsih Gg.Bp.Oyon, Kec. Bojong Loa Kaler",0,0,0,2,2,0,2,3,JAWA BARAT
-6.950646,107.573013,CIBOLERANG,P3273020202,"Jl. Cibolerang No. 187, Kec. Babakan Ciparay",0,1,0,2,2,0,2,4,JAWA BARAT
-6.93336,107.582405,SUKAHAJI,P3273020201,"Jl. H. Zakaria Blk No. 24, Kec. Babakan Ciparay",0,0,1,3,2,0,2,5,JAWA BARAT
-6.945715,107.582985,UPT CARINGIN,P3273010204,"Jl. Caringin Babakan Ciparay No. 103, Kec. Bandung Kulon",0,4,2,9,6,0,8,14,JAWA BARAT
-6.95186,107.565033,CIGONDEWAH,P3273010203,"Jl. Cigondewah Kaler No. 17, Kec. Bandung Kulon",0,1,1,3,3,2,1,4,JAWA BARAT
-6.898245,107.617432,CIJERAH,P3273010202,"Jl. Mekar Hegar No. 1, Kec. Bandung Kulon",0,1,1,4,4,0,3,4,JAWA BARAT
-6.926171,107.574326,UPT CIBUNTU,P3273010201,"Jl. Syahbandar I Kel Cari, Kec. Bandungkulon",0,4,3,13,11,0,8,12,JAWA BARAT
-6.915457,106.930595,SELABATU,P3272050201,Jl. Kenari No. 3Kec. Cikole,0,4,2,10,7,4,6,5,JAWA BARAT
-6.903932,106.912285,KARANG TENGAH,P3272040202,"Jl. Tanjungsari, Kec. Gunung Puyuh ",0,1,1,10,5,2,5,2,JAWA BARAT
-6.9151,106.917099,CIPELANG,P3272040201,"Jl. Jenderal Sudirman No. 21, Kec. Gunung Puyuh ",0,3,3,9,6,2,5,6,JAWA BARAT
-6.925681,106.905487,SUKAKARYA,P3272030203,"Jl. Tegal Wangi No. 66, Kec. Warudoyong ",0,1,1,4,2,2,6,1,JAWA BARAT
-6.917246,106.929283,PABUARAN,P3272030202,"Jl. Pabuaran No. 93, Kec. Warudoyong ",0,1,1,9,3,2,6,3,JAWA BARAT
-6.9248,106.915901,BENTENG,P3272030201,"Jl. Benteng Kidul No. 64, Kec. Warudoyong ",0,2,1,6,3,2,5,2,JAWA BARAT
-6.933179,106.935204,NANGGELENG,P3272020203,"Jl. Pelda Suryanta No. 43, Kec. Citamiang",0,1,1,7,3,2,5,4,JAWA BARAT
-6.947557,106.928429,GEDONG PANJANG,P3272020202,"Jl. RH Didi Sukardi No. 614, Kec. Citamiang ",0,2,2,7,4,2,5,2,JAWA BARAT
-6.926938,106.928574,TIPAR,P3272020201,"Jl. Pengadaian No. 1, Kec. Citamiang ",0,4,3,7,2,2,5,5,JAWA BARAT
-6.945683,106.940804,LIMUS NUNGGAL,P3272012202,"Jl. Limus Nunggal No. 103, Kec. Cibeureum",0,1,1,6,3,2,4,2,JAWA BARAT
-6.711078,106.966881,CIBEUREM HILIR,P3272012201,"Jl. Ciandam, Kec. Cibeureum",0,1,1,7,3,2,5,3,JAWA BARAT
-6.973031,106.901848,CIKUNDUL,P3272011202,"Jl. Merdeka No. 70, Kec. Lembur Situ",0,2,2,7,5,2,6,3,JAWA BARAT
-6.524649,106.781525,MEKARWANGI,P3271060205,"Perum Bukit Cimanggu Villa, Kec. Tanah Sereal",0,6,2,6,5,2,7,1,JAWA BARAT
-6.527761,106.768372,KAYU MANIS,P3271060203,"Jl. Kayu Manis, Kec. Tanah Sereal",0,3,3,5,5,2,7,0,JAWA BARAT
-6.573082,106.792709,PONDOK RUMPUT,P3271060202,"Jl. Gg Biawas No.11 Kebon Pedes, Kec. Tanah Sereal",0,2,1,4,3,2,7,3,JAWA BARAT
-6.56123,106.802338,KEDUNG BADAK,P3271060104,"Jl. Penataran Cimanggu Permai, Kec. Tanah Sereal",0,3,1,4,6,4,7,2,JAWA BARAT
-6.5758,106.798965,TANAH SAREAL,P3271060101,"Jl. Kesehatan No.3, Kec. Tanah Sereal",4,13,2,9,7,4,10,3,JAWA BARAT
-6.577292,106.75766,SINDANG BARANG,P3271050205,"Jl. Sindang Barang, Kec. Bogor Barat",0,4,1,7,8,2,9,3,JAWA BARAT
-6.602243,106.764809,PASIR MULYA,P3271050204,"Jl. RE Abdullah Gunung Batu, Kec. Bogor Barat",0,6,3,9,7,4,7,3,JAWA BARAT
-6.572123,106.743591,PANCASAN,P3271050203,"Jl. Pancasan, Kec. Bogor Barat",0,3,1,5,4,2,7,0,JAWA BARAT
-6.578273,106.771736,GANG KELOR,P3271050201,"Jl. Gang Kelor No.6, Kec. Bogor Barat",0,4,1,6,5,2,7,2,JAWA BARAT
-6.561081,106.7659,SEMPLAK,P3271050102,"Jl. Ring Road Lingkar Utara Yasmin, Kec. Bogor Barat",0,2,2,5,4,2,7,2,JAWA BARAT
-6.589986,106.791138,MERDEKA,P3271040205,"Jl. Merdeka No.45, Kec. Bogor Tengah",0,5,3,8,6,2,5,4,JAWA BARAT
-6.602648,106.804306,BELONG,P3271040204,"Jl. Roda Belong, Kec. Bogor Tengah",0,1,1,2,2,2,7,2,JAWA BARAT
-6.607678,106.8004,GANG AUT,P3271040203,"Jl. Gang Aut, Kec. Bogor Tengah",0,2,1,4,3,2,5,1,JAWA BARAT
-6.587162,106.79715,SEMPUR,P3271040202,"Jl. Sempur Kaler, Kec. Bogor Tengah",0,5,3,7,5,4,5,1,JAWA BARAT
-6.5868,106.798203,BOGOR TENGAH,P3271040101,"Jl. Telepon No.1, Kec. Bogor Tengah",0,4,3,7,4,2,9,3,JAWA BARAT
-6.56859,106.81105,WARUNG JAMBU,P3271030203,"Jl. Gatotkaca BTN Indraprasta, Kec. Bogor Utara",0,3,2,9,7,2,6,1,JAWA BARAT
-6.585382,106.831741,BOGOR UTARA,P3271030202,"Jl. Bogor Baru, Kec. Bogor Utara",0,4,1,6,7,2,5,2,JAWA BARAT
-6.58074,106.813148,TEGAL GUNDIL,P3271030101,"Jl. Palupuh Perumnas Bantar Jati, Kec. Bogor Utara",0,3,1,6,6,2,6,2,JAWA BARAT
-6.61578,106.813919,PULO ARMYN,P3271020202,"Jl. Raya Pajajaran, Kec. Bogor Timur",0,4,1,7,6,2,5,4,JAWA BARAT
-6.606389,106.811226,BOGOR TIMUR,P3271020101,"Jl. Pakuan No.6, Kec. Bogor Timur",0,7,4,7,6,4,9,7,JAWA BARAT
-6.611845,106.801262,BONDONGAN,P3271010204,"Jl. Pahlawan, Kec. Bogor selatan",0,2,2,4,5,2,5,1,JAWA BARAT
-6.599813,106.816658,LAWANG GINTUNG,P3271010203,"Gg Skip Lawang Gintung, Kec. Bogor selatan",0,4,1,6,6,2,7,3,JAWA BARAT
-6.618314,106.806908,CIPAKU,P3271010102,"Jl. Raya Cipaku, Kec. Bogor selatan",0,4,2,7,9,2,8,3,JAWA BARAT
-6.643508,106.834999,BOGOR SELATAN,P3271010101,"Jl. Batu Tulis No.42, Kec. Bogor selatan",0,5,3,8,7,4,7,3,JAWA BARAT
-6.873981,107.476501,CIRATA,P3217150202,"Jl. PLTA Cirata Ds. Cirata, Kec. Cipeundeuy",0,0,0,3,9,0,1,2,JAWA BARAT
-6.731269,107.373146,CIPEUNDEUY,P3217150201,"Jl. Raya Cipeundeuy No. 604, Kec. Cipeundeuy",0,1,1,4,12,0,1,0,JAWA BARAT
-6.734924,107.406433,RENDE,P3217140202,"Jl. Raya Rende, Kec. Cikalongwetan",0,1,1,2,10,0,0,3,JAWA BARAT
-6.734434,107.43676,CIKALONGWETAN,P3217140101,"Jl. Raya Purwakarta No. 302, Kec. Cikalongwetan",0,3,2,8,16,2,6,2,JAWA BARAT
-6.796622,107.532539,PASIRLANGU,P3217130202,"Jl. Pasirlangu Cisarua Ds. Pasirlangu, Kec. Cisarua",0,0,1,4,12,0,1,1,JAWA BARAT
-6.812325,107.55999,CISARUA,P3217130201,"Jl. Kol. Masturi No. 19, Kec. Cisarua",0,1,1,6,9,1,2,2,JAWA BARAT
-6.82497,107.686852,CIBODAS,P3217120204,"Jl. Raya Cibodas Gg.Ds. Cibodas Rt 02/09, Kec. Lembang",0,1,1,2,7,0,1,1,JAWA BARAT
-6.808063,107.649597,CIKOLE,P3217120202,"Jl. Raya Lapang Ds. Cikole, Kec. Lembang",0,0,0,6,16,1,2,0,JAWA BARAT
-6.817108,107.621864,LEMBANG,P3217120201,"Jl. Grand Hotel No. 14, Kec. Lembang",0,2,1,5,11,1,4,2,JAWA BARAT
-6.806849,107.619324,JAYAGIRI,P3217120103,"Jl. Jayagiri No. 35, Kec. Lembang",0,2,1,6,18,1,4,1,JAWA BARAT
-6.84914,107.569473,CIWARUGA,P3217110202,"Jl. Waruga Jaya No. 7 Ds. Parongpong, Kec. Parongpong",0,1,1,5,10,1,2,0,JAWA BARAT
-6.817864,107.572372,PARONGPONG,P3217110201,"Jl. Raya Cihanjung Ds. Cihanjuang Rahayu, Kec. Parongpong",0,1,1,4,12,0,2,0,JAWA BARAT
-6.861539,107.501358,CIMAREME,P3217100202,"Jl. Cimareme Indah No. 1, Kec. Ngamprah",0,2,1,6,16,1,2,2,JAWA BARAT
-6.855084,107.538223,NGAMPRAH,P3217100201,"Jl. Raya Ngamprah No, 9 Ds. Sukatani, Kec. Ngamprah",0,2,0,6,11,0,2,1,JAWA BARAT
-6.832501,107.46299,JAYAMEKAR,P3217090203,"Jl. GA Manulang Rancabali, Kec. Padalarang",0,1,1,5,11,0,2,0,JAWA BARAT
-6.812687,107.474136,TAGOGAPU,P3217090202,"Jl. Raya Purwakarta Ds. Tagopagu Rt 01/04, Kec. Padalarang",0,1,1,4,9,1,2,1,JAWA BARAT
-6.853145,107.505508,PADALARANG,P3217090201,"Jl. Raya Padalarang No.542, Kec. Padalarang",0,2,1,6,15,1,5,0,JAWA BARAT
-6.787481,107.418587,SUMURBANDUNG,P3217080203,"Jl. Raya Purwakarta, Kec. Cipatat",0,1,0,3,11,0,1,0,JAWA BARAT
-6.824895,107.383713,CIPATAT,P3217080202,"Jl. Raya Cipatat No. 363, Kec. Cipatat",0,2,1,8,9,1,3,0,JAWA BARAT
-6.830626,107.36792,RAJAMANDALA,P3217080101,"Jl. Raya Cipatat No. 1, Kec. Cipatat ",0,3,0,4,11,1,3,1,JAWA BARAT
-6.915116,107.494911,BATUJAJAR,P3217070201,"Jl. Raya Barat No. 383-385, Kec. Batujajar",0,1,1,8,24,2,6,2,JAWA BARAT
-6.955821,107.388435,CITALEM,P3217060202,"Jl. Raya Saguling Ds. Citalem, Kec. Cipongkor",0,1,0,4,11,0,0,2,JAWA BARAT
-6.953031,107.364227,CIPONGKOR,P3217060201,"Jl. Raya PLTA Saguling No. 2 Ds. Sarinagen, Kec. Cipongkor",0,1,1,3,12,0,1,0,JAWA BARAT
-6.940752,107.512924,PATARUMAN,P3217050202,"Jl. Raya Cipatik Soreang No. 4 Pataruman, Kec. Cihampelas",0,2,1,6,10,0,1,2,JAWA BARAT
-6.932583,107.474739,CIHAMPELAS,P3217050201,"Jl. Raya Cihampelas No. 159 Ds. Cihampelas, Kec. Cihampelas",0,2,1,8,13,1,2,1,JAWA BARAT
-6.947727,107.449287,MUKAPAYUNG,P3217040202,"Jl. Cikoneng Ds. Mukapayung, Kec. Cililin",0,2,0,7,11,1,0,5,JAWA BARAT
-6.954783,107.458046,CILILIN,P3217040101,"Jl. Raya Radio Dalam No. 1, Kec. Cililin",0,3,1,5,16,2,6,0,JAWA BARAT
-6.9404,107.459007,CICANGKANGGIRANG,P3217030202,"Jl. Cicangkanggirang, Kec. Sindangkerta",0,2,0,5,8,0,1,1,JAWA BARAT
-7.178137,107.135925,SINDANGKERTA,P3217030201,"Jl. Sindangkerta Ds Cintakarya, Kec. Sindangkerta",0,3,0,4,11,0,2,0,JAWA BARAT
-7.021345,107.317802,GUNUNGHALU,P3217020101,"Jl. Raya Gunung Halu No. 49, Kec. Gunung Halu",0,2,1,6,8,2,0,2,JAWA BARAT
-6.991007,107.274063,RONGGA,P3217010201,"Jl. Raya Ds. Cibedug Rongga No. 13, Kec. Rongga",0,1,0,2,11,0,1,1,JAWA BARAT
-6.021068,107.091881,MUARA GEMBONG,P3216150201,"Kp. Bombang Rt 08/02, Kec. Muara Gembong",0,1,0,18,9,0,2,1,JAWA BARAT
-6.077315,107.145264,CABANG BUNGIN,P3216140101,"Ds. Lengah Jaya, Kec. Cabang Bungin",0,1,1,22,14,3,4,1,JAWA BARAT
-6.107101,107.207504,KARANGHARJA,P3216130202,"Ds. Karang Harja, Kec. Pebayuran",0,1,0,14,11,0,1,1,JAWA BARAT
-6.213642,107.283974,PEBAYURAN,P3216130201,"Ds. Kertasari, Kec. Pebayuran",0,2,1,10,11,2,6,2,JAWA BARAT
-6.11315,107.149117,SUKAINDAH,P3216121201,"Ds. Suka Indah, Kec. Sukakarya",0,1,0,23,12,0,2,1,JAWA BARAT
-6.602062,107.410912,SUKATANI,P3216120101,"Kp. Pertanian Ds. Sukatani, Kec. Sukatani",0,2,0,36,19,1,8,1,JAWA BARAT
-6.105352,107.066315,SUKA TENANG,P3216111201,"Ds. Suka Tenang, Kec. Sukawangi ",0,1,0,13,13,2,0,0,JAWA BARAT
-6.140117,107.107849,TAMBELANG,P3216110201,"Ds. Sukarapih, Kec. Tambelang",0,2,1,23,13,2,1,0,JAWA BARAT
-6.116105,106.994827,TARUMA JAYA,P3216100101,"Kel. Tarumajaya, Kec. Tarumajaya",0,3,2,27,28,1,3,2,JAWA BARAT
-6.109187,107.064278,BABELAN II,P3216090202,"Ds. Bahagia, Kec. Babelan",0,0,1,23,14,0,6,1,JAWA BARAT
-6.110963,107.039108,BABELAN I,P3216090101,"Kel Babelan, Kec. Babelan",0,3,1,29,19,3,18,1,JAWA BARAT
-6.220895,107.035309,KARANG SATRIA,P3216082202,Jln. Raya Rawa Kalong 05/06 Desa Karang Satria Kec Tambun Utara,0,4,1,12,14,2,7,1,JAWA BARAT
-6.167777,107.049309,SRI AMUR,P3216082101,"Ds. Sri Amur, Kec. Tambun Utara",0,3,2,23,14,0,9,0,JAWA BARAT
-6.247078,107.041603,SEETIA MEKAR,P3216081207,Jln. Anggrek VI Blok J No.23 04/19 Desa Setia Mekar Kec. Tambun Selatan,0,2,0,2,11,0,5,0,JAWA BARAT
-6.278,107.041397,LEMBANG SARI,P3216081206,Jln. Raya Kota Legenda 01/05 Desa Lembang Sari Kec. Tambun Selatan,0,4,0,8,8,2,4,1,JAWA BARAT
-6.216554,107.097672,SUMBER JAYA,P3216081205,"Ds. Sumber Jaya, Kec. Tambun Selatan",0,3,1,13,11,2,5,0,JAWA BARAT
-6.227955,107.066917,MANGUNJAYA,P3216081204,"Ds. Mangunjaya, Kec. Tambun Selatan",0,3,1,7,12,4,7,2,JAWA BARAT
-6.268301,107.017326,JATIMULYA,P3216081203,"Ds. Jatimulya, Kec. Tambun Selatan",0,4,3,13,12,2,7,4,JAWA BARAT
